timestamp	open	high	low	close	volume	quoteVolume	symbol	gap_apertura_pct	volatilidad_diaria	vol_5d	vol_10d	vol_rel_5d	return_pct	close_open_pct	range_pct	volume_change_pct	rsi_14	macd	macd_signal	macd_diff	atr_14	momentum_12	bb_upper	bb_lower	bb_pctb	vader	finbert	sentiment_ratio	sentiment_combined	download_date	added_date	target_category	target	target_num
2025-07-15 16:00:00	0.2805	0.2925	0.2741	0.2824	104727423.5638	29675559.23028217	ALGOUSDT	0.0	6.712878511492145	0.0	0.0	0.0	0.0	0.6773618538324268	6.712878511492145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Very High	5.099150141643069	4
2025-07-16 16:00:00	0.2824	0.2999	0.277	0.2968	161956233.83483	47026988.64418473	ALGOUSDT	0.0	8.267148014440425	0.0	0.0	0.0	5.099150141643069	5.099150141643069	8.267148014440425	54.64548665819717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.3706199460916408	0
2025-07-17 16:00:00	0.2968	0.3369	0.2927	0.2957	230197803.10545	72120154.98016798	ALGOUSDT	0.0	15.100785787495717	0.0	0.0	0.0	-0.3706199460916408	-0.3706199460916408	15.100785787495717	42.13580894960533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-3.347987825498823	0
2025-07-18 16:00:00	0.2957	0.3014	0.2818	0.2858	102848991.28163	30093101.826328788	ALGOUSDT	0.0	6.955287437899221	0.0	0.0	0.0	-3.347987825498823	-3.347987825498823	6.955287437899221	-55.32147140669432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Very High	6.088173547935629	4
2025-07-19 16:00:00	0.2858	0.305	0.2855	0.3032	52880091.29779	15639617.033671064	ALGOUSDT	0.0	6.830122591943964	3.5923429344046505	0.0	0.4051427904300966	6.088173547935629	6.088173547935629	6.830122591943964	-48.5847253931843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Low	0.0659630606860085	1
2025-07-20 16:00:00	0.3032	0.3121	0.286	0.3034	96874706.19415	29267702.854557928	ALGOUSDT	0.0	9.12587412587413	3.403470334239047	0.0	0.7512487815630171	0.0659630606860085	0.0659630606860085	9.12587412587413	83.19693445423127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-4.878048780487799	0
2025-07-21 16:00:00	0.3034	0.3048	0.2794	0.2886	110330387.8	32143651.22936	ALGOUSDT	0.0	9.090909090909104	3.3633468913902367	0.0	0.9300660863009488	-4.878048780487799	-4.878048780487799	9.090909090909104	13.88977797659896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-5.301455301455314	0
2025-07-22 16:00:00	0.2886	0.2986	0.2648	0.2733	91330436.4	25618604.32278	ALGOUSDT	0.0	12.764350453172204	2.401705651795004	0.0	1.0052558992231448	-5.301455301455314	-5.301455301455314	12.764350453172204	-17.220959500697045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.9513355287230116	0
2025-07-23 16:00:00	0.2733	0.2736	0.2491	0.2707	111674979.0	29392650.21214	ALGOUSDT	0.0	9.83540746688078	2.1330583041572204	0.0	1.2057573489198188	-0.9513355287230116	-0.9513355287230116	9.83540746688078	22.275753190203734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-5.208718138160326	0
2025-07-24 16:00:00	0.2707	0.2711	0.2514	0.2566	83059343.2	21702853.48986	ALGOUSDT	0.0	7.836117740652345	1.842456734021009	2.7383956326862124	0.8419260042265255	-5.208718138160326	-5.208718138160326	7.836117740652345	-25.624035084886827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Very High	6.858924395947001	4
2025-07-25 16:00:00	0.2566	0.2796	0.2555	0.2742	61522667.6	16590909.03148	ALGOUSDT	0.0	9.432485322896284	1.8222929235162468	2.5892022622910464	0.671765388013492	6.858924395947001	6.858924395947001	9.432485322896284	-25.929263066939352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	2.3340627279358195	3
2025-07-26 16:00:00	0.2742	0.2911	0.2726	0.2806	81231044.8	22807232.95956	ALGOUSDT	0.0	6.786500366837863	2.2782544220486054	2.7086335841665927	0.94714955503864	2.3340627279358195	2.3340627279358195	6.786500366837863	32.034334610029155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-3.955808980755523	0
2025-07-27 16:00:00	0.2806	0.2882	0.2687	0.2695	62146948.0	17419789.2829	ALGOUSDT	0.0	7.257164123557878	1.3424368768263262	1.8735269258236105	0.7775463949086222	-3.955808980755523	-3.955808980755523	7.257164123557878	-23.493600072468844	0.0	0.0	0.0	0.0	0.0	-4.56798866855523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-3.747680890538033	0
