timestamp	close	high	low	open	volume	symbol	gap_apertura_pct	volatilidad_diaria	vol_5d	vol_10d	vol_rel_5d	return_pct	close_open_pct	range_pct	volume_change_pct	rsi_14	macd	macd_signal	macd_diff	atr_14	momentum_12	bb_upper	bb_lower	bb_pctb	vader	finbert	sentiment_ratio	sentiment_combined	download_date	added_date	target_category	target	target_num
2025-06-05	712.8200073242188	717.8699951171875	700.9199829101562	704.1799926757812	2005700	SPOT	0.0	2.41825210014078	0.0	0.0	0.0	0.0	1.2269611091344281	2.41825210014078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Low	0.0	1.0
2025-06-06	712.260009765625	716.6400146484375	707.47998046875	714.25	937200	SPOT	0.2006106255559733	1.2947411138924951	0.0	0.0	0.0	-0.07856086429109459	-0.27861256344067203	1.2947411138924951	-53.27317146133519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.0785608642910945	0.0
2025-06-09	699.1099853515625	710.85498046875	689.5900268554688	708.6900024414062	1145500	SPOT	-0.5012224855068713	3.0837095643986414	0.0	0.0	0.0	-1.846239327459873	-1.3517923290636256	3.0837095643986414	22.22577891591976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.846239327459873	0.0
2025-06-10	693.3200073242188	706.0250244140625	672.3599853515625	704.22998046875	1695200	SPOT	0.7323590314065962	5.006996221659039	0.0	0.0	0.0	-0.8281927234142042	-1.5492060047300664	5.006996221659039	47.98777826276735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.8281927234142042	0.0
2025-06-11	709.1400146484375	714.7100219726562	692.0	695.0	1238600	SPOT	0.24231129320282707	3.2817950827537934	1.3564039068054743	0.0	0.8819173478397083	2.281775681805877	2.034534481789568	3.2817950827537934	-26.934874941009912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	2.281775681805877	3.0
2025-06-12	702.8200073242188	710.0	696.0	707.010009765625	1021400	SPOT	-0.30036450331581827	2.0114942528735633	1.4123437075544067	0.0	0.8458238791632853	-0.8912213658330859	-0.5926369334990381	2.0114942528735633	-17.535927660261585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.8912213658330859	0.0
2025-06-13	710.8499755859375	710.8900146484375	691.2100219726562	694.760009765625	1125800	SPOT	-1.1468082118606482	2.847179880236137	1.0967894986761593	0.0	0.904039187344415	1.1425355251752864	2.315902699371024	2.847179880236137	10.221264930487566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	1.1425355251752864	2.0
2025-06-16	715.5700073242188	723.7000122070312	709.1500244140625	709.1500244140625	1340000	SPOT	-0.23914345224163072	2.051750305584594	1.2246611780430412	0.0	1.0434511758293101	0.6639982978673714	0.9053067318809982	2.051750305584594	19.026470065731036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	0.6639982978673714	2.0
2025-06-17	721.280029296875	728.7999877929688	710.7050170898438	717.5499877929688	1099400	SPOT	0.2766997566253343	2.5460592324533327	0.5389965617144228	0.0	0.9436585868296368	0.7979683209485172	0.5198301954375423	2.5460592324533327	-17.955223880597014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	0.7979683209485172	2.0
2025-06-18	710.1900024414062	723.989990234375	703.47998046875	719.469970703125	1602400	SPOT	-0.25095088179753133	2.915507240441805	0.4276651660968113	0.9903549395601298	1.2945548553885926	-1.537548026427355	-1.2898339944125263	2.915507240441805	45.752228488266326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.537548026427355	0.0
2025-06-20	707.4199829101562	723.7100219726562	706.9099731445312	714.5	1528500	SPOT	0.6068795032001796	2.376547151173116	0.35363541602198606	0.9919737883259657	1.1413360015531429	-0.3900392179173965	-0.9909051210418124	2.376547151173116	-4.611832251622566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.3900392179173965	0.0
2025-06-23	731.1500244140625	732.8599853515625	702.0	707.1799926757812	1855500	SPOT	-0.03392471801372329	4.396009309339387	0.91486594238345	0.9740024801841154	1.2493603382800507	3.3544488531814647	3.3895234574701436	4.396009309339387	21.39352306182532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	3.3544488531814647	3.0
2025-06-24	749.9099731445312	754.2119750976562	729.7949829101562	733.9000244140625	1591100	SPOT	0.37611979869710416	3.34573308384965	0.8066940960564767	0.9784733099353802	1.036290690252576	2.565813869117055	2.1814890581657784	3.34573308384965	-14.249528428994878	0.0	0.0	0.0	0.0	0.0	5.203272276200647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	2.565813869117055	3.0
2025-06-25	736.2999877929688	759.1699829101562	735.6069946289062	752.7000122070312	1159600	SPOT	0.3720498676395482	3.2032034025365523	0.7415294276468207	0.713803420597122	0.7493763813315066	-1.8148825644354283	-2.178826112407668	3.2032034025365523	-27.11960279052228	61.35367316285646	0.0	0.0	0.0	20.54500470842634	3.375168856560444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.8148825644354285	0.0
2025-06-26	775.9000244140625	777.385009765625	742.625	744.5800170898438	2555300	SPOT	1.1245456246297212	4.680694800959435	0.9381454036871617	0.9081096857710558	1.470253164556962	5.378247627002325	4.20639912505731	4.680694800959435	120.36046912728526	73.40395113870993	0.0	0.0	0.0	22.012148798728475	10.98397114495289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Very High	5.378247627002325	4.0
2025-06-27	772.5999755859375	785.0	767.0170288085938	780.2999877929688	2793900	SPOT	0.5670786493696758	2.344533500037042	0.9486371136281356	0.8716808018718788	1.4032083090584004	-0.4253188199880652	-0.9868015285775241	2.344533500037042	9.337455484678902	71.40578451926068	0.0	0.0	0.0	21.724350398205463	11.434830586771874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.4253188199880652	0.0
2025-06-30	767.3400268554688	778.3300170898438	750.280029296875	776.989990234375	1933300	SPOT	0.5682131487395047	3.738602481430273	0.8501396168060936	0.8916325220354641	0.963451341546067	-0.6808114026252229	-1.2419675285643499	3.738602481430273	-30.802820430222987	68.21822357673442	0.0	0.0	0.0	22.176181640688554	8.207125674029891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.6808114026252229	0.0
2025-07-01	722.3499755859375	769.7100219726562	718.030029296875	766.9299926757812	2725700	SPOT	-0.05343578665742292	7.197469544050749	1.861432642022748	1.475035833389354	1.2203388312827952	-5.863118004400061	-5.812788326911853	7.197469544050749	40.986913567475305	48.34084854956857	0.0	0.0	0.0	24.283596714623748	2.778800839218192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-5.863118004400061	0.0
2025-07-02	709.5	734.0	703.97998046875	725.0	2788500	SPOT	0.36686156345653925	4.264328583784579	1.7730792201256858	1.428327329809671	1.0895387091984652	-1.7789127182449453	-2.1379310344827585	4.264328583784579	2.303995303958616	44.3646657922656	0.0	0.0	0.0	24.693341201525623	-0.1899100558911528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.7789127182449451	0.0
2025-07-03	725.0499877929688	725.5499877929688	704.5499877929688	713.0	1078900	SPOT	0.49330514446793516	2.9806259830879207	1.8765966391825157	1.4237535592587225	0.47653330742118144	2.1916825641957365	1.6900403636702315	2.9806259830879207	-61.30894746279362	49.75098463139968	0.0	0.0	0.0	24.429531115702364	1.3248152342492885	771.6371568773665	676.8508436109147	0.5085032060120587	0.0	0.0	0.0	0.0	0	0	High	2.1916825641957365	3.0
2025-07-07	736.2899780273438	737.6900024414062	712.0	721.719970703125	1556400	SPOT	-0.45928103522630576	3.608146410309867	1.6518515644170866	1.3321903067770955	0.7718094180188043	1.5502365938366824	2.018789546591614	3.608146410309867	44.25804059690425	53.27253679131515	0.0	0.0	0.0	24.51956478182407	2.0810154337838647	772.7833355576884	678.0516620009055	0.6147713202968993	0.0	0.0	0.0	0.0	0	0	Medium	1.5502365938366824	2.0
2025-07-08	721.3900146484375	743.989990234375	709.989990234375	738.4500122070312	1774500	SPOT	0.29336732050524833	4.788799908119303	1.6198884309944805	1.3516014302851735	0.8940447400241838	-2.023654242697421	-2.3102440621005536	4.788799908119303	14.013107170393216	48.42744432062111	0.0	0.0	0.0	25.196738725979493	1.5770444766230427	772.8985579908697	678.8494400560053	0.45232295131034134	0.0	0.0	0.0	0.0	0	0	Negative	-2.023654242697421	0.0
2025-07-09	722.1199951171875	731.97998046875	713.5	722.4400024414062	1362400	SPOT	0.14555064135181459	2.5900463165732304	0.9010431131999486	1.4129256278696654	0.7957293212003691	0.10119081965748432	-0.04429534952900179	2.5900463165732304	-23.223443223443223	48.673735620881736	0.0	0.0	0.0	24.71697027903453	2.0779752568705967	772.4730480483588	681.5759509750787	0.44604333303870725	0.0	0.0	0.0	0.0	0	0	Low	0.1011908196574843	1.0
2025-07-10	709.9500122070312	726.823974609375	699.0	720.5700073242188	1337800	SPOT	-0.21464407625455847	3.980540001341202	0.8604091160476259	1.389089641142766	0.9407876230661041	-1.6853131048090249	-1.4738325227584803	3.980540001341202	-1.8056371109806224	44.82992614649469	0.0	0.0	0.0	24.938899159773136	-2.8995433904308165	771.3751226569868	684.3368768547318	0.294274489521431	0.0	0.0	0.0	0.0	0	0	Negative	-1.6853131048090249	0.0
2025-07-11	709.1500244140625	714.0999755859375	699.8250122070312	709.0	1267500	SPOT	-0.133813957419049	2.0397903947284535	1.0971897306627363	1.4959040450144383	0.8683172115200175	-0.11268227047166561	0.02116000198342736	2.0397903947284535	-5.254896098071461	44.580700838822246	0.0	0.0	0.0	24.177189461139786	-5.4353122628245165	771.3747623885648	684.3382380997165	0.28507326685062795	0.0	0.0	0.0	0.0	0	0	Negative	-0.1126822704716656	0.0
2025-07-14	717.489990234375	723.8699951171875	707.1500244140625	711.8900146484375	1256700	SPOT	0.38637666784809405	2.3644163368273943	1.1767200246920013	1.4938353292214879	0.897783937475889	1.1760509812015338	0.7866349394861246	2.3644163368273943	-0.8520710059171597	47.83649172941316	-0.20689123983095214	0.0	0.0	23.644530978424445	-2.554664928757639	770.8725580456196	686.3074407336774	0.3687400962937475	0.0	0.0	0.0	0.0	0	0	Medium	1.1760509812015338	2.0
2025-07-15	710.4600219726562	718.239990234375	696.6599731445312	717.489990234375	1809700	SPOT	0.0	3.0976398704862422	0.7571240325147389	1.508311073400747	1.2863763665572	-0.9798001864001397	-0.9798001864001397	3.0976398704862422	44.00413782127795	45.41454694788715	-1.2010265166801446	0.0	0.0	23.49706570066868	-8.434076605529773	770.8861108050887	686.25489261288	0.28600710088803405	0.0	0.0	0.0	0.0	0	0	Negative	-0.9798001864001396	0.0
2025-07-16	705.5499877929688	712.8499755859375	698.635009765625	705.489990234375	1335900	SPOT	-0.6995512181644661	2.0346769946558037	0.8350134351735032	0.9579791957166471	0.9531794052171928	-0.6911063293968811	0.008504381270359039	2.0346769946558037	-26.18113499475051	43.74851226187847	-2.3579041579851037	0.0	0.0	22.834058566357527	-8.678486915834839	771.2180002034588	684.9210012613848	0.23904639540745692	0.0	0.0	0.0	0.0	0	0	Negative	-0.6911063293968811	0.0
2025-07-17	720.9099731445312	724.7750244140625	693.47998046875	703.0800170898438	1658800	SPOT	-0.3500773504158531	4.512753767478474	1.0458250789292867	0.9919869664824367	1.1317304805829218	2.1770229774377965	2.535978213189507	4.512753767478474	24.17097088105397	49.93588863137499	-2.012121094974077	0.0	0.0	23.43841466485431	-6.050779587402231	771.2114430078672	684.8905528417423	0.41727350393942236	0.0	0.0	0.0	0.0	0	0	High	2.1770229774377965	3.0
2025-07-18	695.47998046875	719.0	685.469970703125	713.1500244140625	2149900	SPOT	-1.0764102342239341	4.891538758799509	1.273667118502379	1.120780623145338	1.3091584459870904	-3.5274852094025517	-2.4777456832916105	4.891538758799509	29.605739088497707	41.74837219593612	-3.7468816881763587	0.0	0.0	24.29567093460802	-3.7198028691551874	772.1377164945084	682.4932771578353	0.14486903378514274	0.0	0.0	0.0	0.0	0	0	Negative	-3.527485209402552	0.0
