timestamp	close	high	low	open	volume	symbol	gap_apertura_pct	volatilidad_diaria	vol_5d	vol_10d	vol_rel_5d	return_pct	close_open_pct	range_pct	volume_change_pct	rsi_14	macd	macd_signal	macd_diff	atr_14	momentum_12	bb_upper	bb_lower	bb_pctb	vader	finbert	sentiment_ratio	sentiment_combined	download_date	added_date	target_category	target	target_num
2025-06-05	85.8499984741211	86.83000183105469	84.80000305175781	85.5999984741211	3271800	BIDU	0.0	2.39386639887013	0.0	0.0	0.0	0.0	0.29205607997245575	2.39386639887013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.0465939618384521	0.0
2025-06-06	85.80999755859375	86.01000213623047	84.66000366210938	85.5	1730400	BIDU	-0.4076860574745361	1.5946118777754106	0.0	0.0	0.0	-0.046593961838452165	0.3625702439692982	1.5946118777754106	-47.11168164313222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	3.321298432119814	3.0
2025-06-09	88.66000366210938	89.05000305175781	87.43000030517578	87.45999908447266	3400500	BIDU	1.9228546472714134	1.8529140351451292	0.0	0.0	0.0	3.321298432119814	1.372061045275912	1.8529140351451292	96.51525658807212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.3196545793059435	0.0
2025-06-10	87.48999786376953	88.16999816894531	87.23999786376953	87.73999786376953	2427000	BIDU	-1.03767850252529	1.0660251352000631	0.0	0.0	0.0	-1.3196545793059435	-0.2849327628069529	1.0660251352000631	-28.6281429201588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Low	0.0685851976836428	1.0
2025-06-11	87.55000305175781	88.91000366210938	87.3499984741211	88.25	1899500	BIDU	0.8686731681190188	1.7859246883106232	0.479001796169438	0.0	0.746119159098765	0.06858519768364287	-0.7931976750619688	1.7859246883106232	-21.73465183353935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Low	0.2969668735273875	1.0
2025-06-12	87.80999755859375	88.11000061035156	86.77999877929688	87.18000030517578	1765900	BIDU	-0.422618770627904	1.5326133322924018	0.30927084966592255	0.0	0.7867115732449458	0.2969668735273875	0.7226396549812428	1.5326133322924018	-7.033429849960515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-2.0612659251994363	0.0
2025-06-13	86.0	86.83999633789062	85.58000183105469	85.88999938964844	2414900	BIDU	-2.1865370940981275	1.4723001634462682	0.3113137603652608	0.0	1.0139992273971683	-2.0612659251994363	0.12807149974764107	1.4723001634462682	36.7517979500538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	1.4534883720930232	2.0
2025-06-16	87.25	88.37000274658203	87.0	87.0199966430664	2212800	BIDU	1.1860426082167514	1.5747158006690014	0.26294685230828935	0.0	1.0320799246275687	1.4534883720930232	0.26431092370298315	1.5747158006690014	-8.368876558035529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.421200989993732	0.0
2025-06-17	86.01000213623047	86.86000061035156	85.94999694824219	86.80000305175781	1564600	BIDU	-0.5157558146042264	1.058759388505116	0.26585422357998684	0.0	0.7935928259127383	-1.4212009899937321	-0.9101392716037989	1.058759388505116	-29.293203181489513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.7091049694136773	0.0
2025-06-18	84.54000091552734	85.27999877929688	84.19999694824219	84.7300033569336	1674100	BIDU	-1.488197590402912	1.2826625536798602	0.2134864576479299	0.39639742341158524	0.8690032494835086	-1.7091049694136773	-0.224244581468793	1.2826625536798602	6.998593889812092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.0882400744998546	0.0
2025-06-20	83.62000274658203	84.69999694824219	83.4000015258789	84.68000030517578	2223200	BIDU	0.16560135809357912	1.5587474803101706	0.21829397707416898	0.26905355274069503	1.1017285125277514	-1.0882400744998546	-1.2517684869788093	1.5587474803101706	32.79971327877666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	0.7294912584495177	2.0
2025-06-23	84.2300033569336	84.25	83.30000305175781	83.51000213623047	3251400	BIDU	-0.13154820227036979	1.1404524771168547	0.23649075268407843	0.2850256030684822	1.4879051079525174	0.7294912584495177	0.8621736346367012	1.1404524771168547	46.24865059373875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	2.908698623529748	3.0
2025-06-24	86.68000030517578	87.22000122070312	85.36000061035156	85.51000213623047	2539400	BIDU	1.5196470714511836	2.1790072599015433	0.45276479208843207	0.34976822404215585	1.1283514178819305	2.9086986235297476	1.3682588465865397	2.1790072599015433	-21.898259211416622	0.0	0.0	0.0	0.0	0.0	0.966804712646426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.0346086515819771	0.0
2025-06-25	86.6500015258789	87.0999984741211	86.37000274658203	87.0	1426600	BIDU	0.3691736198633944	0.8451959063622364	0.5052193311465513	0.38314390631930656	0.6417627106444619	-0.03460865158197713	-0.4022970966909124	0.8451959063622364	-43.82137512798299	53.56747643090015	0.0	0.0	0.0	1.7578577314104353	0.9789115384971027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.2192757507909608	0.0
2025-06-26	86.45999908447266	87.19999694824219	86.37999725341797	86.87000274658203	1754100	BIDU	0.2538963841072979	0.9492934949031526	0.545191806953476	0.39121041476714	0.7834510973943026	-0.21927575079096084	-0.4719738104595685	0.9492934949031526	22.95668021870181	52.42687393504273	0.0	0.0	0.0	1.6908678716542769	-2.481394638805925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.3816815111601735	0.0
2025-06-27	86.12999725341797	86.16999816894531	85.30000305175781	85.81999969482422	1544300	BIDU	-0.7402259963282545	1.019923899251926	0.5430432356190114	0.39949142146670996	0.7342760417657239	-0.38168151116017357	0.3612183170544172	1.019923899251926	-11.960549569579841	50.4188543021583	0.0	0.0	0.0	1.6529484545871747	-1.5544641028214634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.4295775327832338	0.0
2025-06-30	85.76000213623047	85.94000244140625	84.80999755859375	85.4800033569336	1843600	BIDU	-0.7546661061324726	1.3323958440534083	0.5421991578743268	0.39553247790394613	1.0120772946859904	-0.42957753278323385	0.32756056188685595	1.3323958440534083	19.380949297416304	48.19022776574769	0.0	0.0	0.0	1.629166400318392	-2.0445469481812935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Low	0.3264911057862319	1.0
2025-07-01	86.04000091552734	86.8499984741211	85.41999816894531	85.68000030517578	1631900	BIDU	-0.09328571485761385	1.6740814046231882	0.33802104123823395	0.4045111858223362	0.9950003048594598	0.32649110578623197	0.4201687780920975	1.6740814046231882	-11.4829681058798	49.99171470082882	0.0	0.0	0.0	1.6149402506653485	-2.0157119830066335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Low	0.4649018149960518	1.0
2025-07-02	86.44000244140625	86.47000122070312	84.81999969482422	85.9800033569336	1699700	BIDU	-0.06973216870680256	1.945297726733652	0.42526059775314656	0.440340315492489	1.0029385385196374	0.4649018149960518	0.5350070557255462	1.945297726733652	4.154666339849255	52.53104557519775	0.0	0.0	0.0	1.6174446274663168	0.5116307458212209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.1041230503737732	0.0
