timestamp,open,high,low,close,volume,quoteVolume,symbol,download_date,added_date
2025-10-16 16:00:00,108486,109208,103469.3,106741.1,109325.76872954,11667923558.600551062,BTCUSDT,2025-10-20 11:31:05.248907+00:00,2025-10-20 11:31:05.258269+00:00
2025-10-17 16:00:00,106741.1,107507.6,106019.8,106887.3,26158.22475,2794716158.37115,BTCUSDT,2025-10-20 11:31:05.248907+00:00,2025-10-20 11:31:05.258269+00:00
2025-10-18 16:00:00,106887.3,108566,106063.2,108429.3,21667.2558,2325057965.20792,BTCUSDT,2025-10-20 11:31:05.248907+00:00,2025-10-20 11:31:05.258269+00:00
