timestamp,open,high,low,close,volume,quoteVolume,symbol,download_date
2025-07-21 16:00:00+00:00,18.14,18.22,17,17.71,136503.2,2407252.72,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-07-22 16:00:00+00:00,17.71,18.46,16.98,17.27,142063.4,2530326.112,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-07-23 16:00:00+00:00,17.27,17.27,15.56,16.53,161950,2660955.702,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-07-24 16:00:00+00:00,16.53,16.67,15.5,15.76,108358,1728694.614,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-07-25 16:00:00+00:00,15.76,16.48,15.67,16.43,38832.8,630516.758,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-07-26 16:00:00+00:00,16.43,16.76,16.29,16.62,51894.6,859812.628,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-07-27 16:00:00+00:00,16.62,17.28,16.16,16.27,103581.6,1743167.492,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-07-28 16:00:00+00:00,16.27,16.29,15.24,15.49,150570.6,2373413.248,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-07-29 16:00:00+00:00,15.49,15.55,14.61,14.93,133352.4,2009349.718,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-07-30 16:00:00+00:00,14.93,15.46,14.29,14.79,148761.6,2222289.418,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-07-31 16:00:00+00:00,14.79,15.08,13.77,14.18,138541.6,1969100.272,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-01 16:00:00+00:00,14.18,14.27,13.53,13.65,89741.6,1247358.598,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-02 16:00:00+00:00,13.65,14.27,13.41,14.18,86831.6,1200407.68,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-03 16:00:00+00:00,14.18,14.69,14.1,14.62,68764.4,991627.216,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-04 16:00:00+00:00,14.62,14.96,14.15,14.23,123264,1801097.996,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-05 16:00:00+00:00,14.23,14.61,13.89,14.58,116449,1655577.406,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-06 16:00:00+00:00,14.58,15.36,14.43,15.1,81885.4,1217634.438,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-07 16:00:00+00:00,15.1,15.62,14.8,15.25,138771.2,2116237.528,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-08 16:00:00+00:00,15.25,16.29,15.25,16.04,80300,1276599.79,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-09 16:00:00+00:00,16.04,16.5,15.62,15.97,81335.4,1305949.956,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-10 16:00:00+00:00,15.97,16.46,15.26,15.61,126477.8,1985321.99,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-11 16:00:00+00:00,15.61,15.87,14.87,15.85,173209,2649335.65,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-12 16:00:00+00:00,15.85,16.78,15.76,16.6,378569.8,6208183.646,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-13 16:00:00+00:00,16.6,16.96,15.15,15.54,246267.6,3971299.617,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
2025-08-14 16:00:00+00:00,15.54,15.6,14.54,14.65,117292.26,1776864.9171,EGLDUSDT,2025-10-20 11:31:10.772779+00:00
