timestamp,open,high,low,close,volume,quoteVolume,symbol,download_date,added_date
2025-10-16 16:00:00,91.74,93.22,84.2,89.95,1195419.34107,105877542.4297356,LTCUSDT,2025-10-18 11:31:42.229416+00:00,2025-10-18 11:31:42.233387+00:00
