timestamp,close,high,low,open,volume,symbol,download_date,added_date
2025-10-17,253.3000030517578,254.22000122070312,247.80999755859375,250.75999450683594,29586100,GOOGL,2025-10-20 11:31:15.017489+00:00,2025-10-20 11:31:15.020350+00:00
