timestamp,close,high,low,open,volume,symbol,download_date,added_date
2025-10-17,67.41000366210938,67.70999908447266,65.44999694824219,65.53500366210938,11141800,PYPL,2025-10-18 11:31:47.912028+00:00,2025-10-18 11:31:47.914872+00:00
