timestamp,open,high,low,close,volume,quoteVolume,symbol,download_date
2025-07-24 16:00:00+00:00,0.8815,0.8897,0.8259,0.8457,4007252,3436951.1396,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-07-25 16:00:00+00:00,0.8457,0.8928,0.8394,0.8867,2472822,2175580.7372,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-07-26 16:00:00+00:00,0.8867,0.9118,0.8774,0.9015,2260040,2030001.2244,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-07-27 16:00:00+00:00,0.9015,0.9571,0.885,0.8917,3707946,3433733.4696,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-07-28 16:00:00+00:00,0.8917,0.8943,0.8411,0.8513,4185626,3632217.7832,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-07-29 16:00:00+00:00,0.8513,0.858,0.808,0.8321,2703360,2257810.1248,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-07-30 16:00:00+00:00,0.8321,0.8633,0.7876,0.8277,5590958,4672138.0318,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-07-31 16:00:00+00:00,0.8277,0.8461,0.7508,0.7773,3923188,3077183.1028,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-01 16:00:00+00:00,0.7773,0.782,0.7225,0.7256,2921260,2181208.4856,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-02 16:00:00+00:00,0.7256,0.753,0.7091,0.7473,2056472,1510295.074,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-03 16:00:00+00:00,0.7473,0.7747,0.7426,0.7715,1758752,1326114.8186,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-04 16:00:00+00:00,0.7715,0.7876,0.7447,0.7479,2344016,1803487.7752,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-05 16:00:00+00:00,0.7479,0.7752,0.7335,0.775,2347432,1759416.0758,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-06 16:00:00+00:00,0.775,0.8044,0.763,0.7996,1935704,1510996.6254,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-07 16:00:00+00:00,0.7996,0.8303,0.7791,0.8088,2078974,1678864.8444,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-08 16:00:00+00:00,0.8088,0.8749,0.8086,0.8672,1786642,1512946.0884,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-09 16:00:00+00:00,0.8672,0.8856,0.8426,0.8689,1804830,1563414.4486,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-10 16:00:00+00:00,0.8689,0.9075,0.8303,0.8542,4073782,3545317.1664,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-11 16:00:00+00:00,0.8542,0.8792,0.8158,0.8747,3708642,3132610.4382,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-12 16:00:00+00:00,0.8747,0.9211,0.869,0.9051,3824566,3424280.557,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-13 16:00:00+00:00,0.9051,0.929,0.8216,0.8459,4348121.5,3828763.8967,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-14 16:00:00+00:00,0.8459,0.8558,0.8015,0.8069,2704407,2245566.04767,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-15 16:00:00+00:00,0.8069,0.8606,0.7972,0.8557,1506940.4,1254356.19406,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-16 16:00:00+00:00,0.8557,0.866,0.8405,0.8655,1499842,1284227.56311,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-17 16:00:00+00:00,0.8655,0.8703,0.7821,0.8017,3181999.8,2590747.63446,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-18 16:00:00+00:00,0.8017,0.8114,0.77,0.7783,2837294,2250193.648,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-19 16:00:00+00:00,0.7783,0.7931,0.7582,0.7835,1880526,1454182.0244,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-20 16:00:00+00:00,0.7835,0.8026,0.7727,0.7752,1414368,1116767.2518,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-21 16:00:00+00:00,0.7752,0.8205,0.7457,0.8129,3509568,2737978.9074,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-22 16:00:00+00:00,0.8129,0.8604,0.8129,0.8337,2924108,2462208.9936,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-23 16:00:00+00:00,0.8337,0.8485,0.8028,0.8198,2110016,1739177.2578,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-24 16:00:00+00:00,0.8198,0.8747,0.7867,0.7967,5561766,4630488.0576,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-25 16:00:00+00:00,0.7967,0.8014,0.748,0.7835,3342260,2583183.7366,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-26 16:00:00+00:00,0.7835,0.8088,0.7806,0.8012,2009324,1598700.5688,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-27 16:00:00+00:00,0.8012,0.8315,0.7815,0.8153,2333538,1874044.9442,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-28 16:00:00+00:00,0.8153,0.8304,0.7731,0.7801,4250656,3413738.4266,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-29 16:00:00+00:00,0.7801,0.7929,0.7623,0.784,1916002,1493412.7916,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-30 16:00:00+00:00,0.784,0.8159,0.7747,0.7961,2376342,1896435.596,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-08-31 16:00:00+00:00,0.7961,0.8104,0.7602,0.7677,3360456,2633220.6742,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-09-01 16:00:00+00:00,0.7677,0.7918,0.744,0.7721,3230280,2483987.7578,THETAUSDT,2025-10-23 11:31:16.965866+00:00
2025-09-02 16:00:00+00:00,0.7721,0.8014,0.7721,0.7994,2085352,1641633.2948,THETAUSDT,2025-10-23 11:31:16.965866+00:00
