timestamp,close,high,low,open,volume,symbol,download_date,added_date
2025-10-17,178.14999389648438,181.58999633789062,173.9499969482422,177.75,43343600,PLTR,2025-10-19 11:25:57.334365+00:00,2025-10-19 11:25:57.337171+00:00
