timestamp,close,high,low,open,volume,symbol,download_date,added_date
2025-10-17,333.260009765625,335.1000061035156,327.70001220703125,327.75,4006900,ADBE,2025-10-19 11:25:53.530496+00:00,2025-10-19 11:25:53.533297+00:00
