timestamp,close,high,low,open,volume,symbol,download_date,added_date
2025-10-17,157.75999450683594,158.90699768066406,154.52999877929688,155.8800048828125,7592500,SHOP,2025-10-20 11:31:20.208427+00:00,2025-10-20 11:31:20.211261+00:00
