timestamp,open,high,low,close,volume,quoteVolume,symbol,download_date,added_date
2025-10-16 16:00:00,187.706,192.4,174.063,182.743,12958781.30988,2366897499.89229385,SOLUSDT,2025-10-19 11:25:44.503742+00:00,2025-10-19 11:25:44.507871+00:00
2025-10-17 16:00:00,182.743,188.266,181.418,185.071,3436125.2,633808436.39455,SOLUSDT,2025-10-19 11:25:44.503742+00:00,2025-10-19 11:25:44.507871+00:00
