timestamp,open,high,low,close,volume,quoteVolume,symbol,download_date,added_date
2025-10-16 16:00:00,3905.23,3966,3672.05,3795.83,2103560.451797,8038841454.90143289,ETHUSDT,2025-10-17 16:50:36.007358+00:00,2025-10-17 16:50:36.026403+00:00
