timestamp,close,high,low,open,volume,symbol,download_date,added_date
2025-10-17,58.380001068115234,59.16999816894531,57.54999923706055,57.72999954223633,7952100,GM,2025-10-20 11:31:26.618997+00:00,2025-10-20 11:31:26.621866+00:00
