timestamp,open,high,low,close,volume,quoteVolume,symbol,download_date
2025-07-23 16:00:00+00:00,4.818,4.818,4.454,4.74,2777678,12921719.392,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-07-24 16:00:00+00:00,4.74,4.749,4.496,4.563,1500782,6946811.89,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-07-25 16:00:00+00:00,4.563,4.764,4.53,4.75,809524,3795686.084,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-07-26 16:00:00+00:00,4.75,4.835,4.72,4.796,673504,3223173.668,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-07-27 16:00:00+00:00,4.796,4.946,4.73,4.757,969714,4703247.338,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-07-28 16:00:00+00:00,4.757,4.793,4.545,4.599,1496450,6978261.08,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-07-29 16:00:00+00:00,4.599,4.645,4.382,4.438,1326670,5967406.63,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-07-30 16:00:00+00:00,4.438,4.513,4.242,4.319,1197964,5265668.6,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-07-31 16:00:00+00:00,4.319,4.413,4.08,4.222,1467796,6172617.02,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-08-01 16:00:00+00:00,4.222,4.241,4.028,4.076,1101256,4563911.728,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-08-02 16:00:00+00:00,4.076,4.253,4.003,4.225,648334,2682564.434,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-08-03 16:00:00+00:00,4.225,4.328,4.213,4.263,1442706,6148108.168,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-08-04 16:00:00+00:00,4.263,4.338,4.155,4.168,2523280,10733384.034,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-08-05 16:00:00+00:00,4.168,4.294,4.127,4.292,1016110,4266765.424,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-08-06 16:00:00+00:00,4.292,4.426,4.259,4.388,1294290,5618067.268,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-08-07 16:00:00+00:00,4.388,4.66,4.306,4.548,2874414,12909706.88,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-08-08 16:00:00+00:00,4.548,4.789,4.529,4.724,906466,4238338.342,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-08-09 16:00:00+00:00,4.724,4.799,4.567,4.659,853564,4000785.552,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-08-10 16:00:00+00:00,4.659,4.775,4.457,4.595,1818018,8370066.306,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-08-11 16:00:00+00:00,4.595,4.651,4.444,4.627,1059066,4800348.28,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
2025-08-12 16:00:00+00:00,4.627,4.884,4.611,4.83,2047146,9738808.944,ATOMUSDT,2025-10-22 11:32:29.546702+00:00
