timestamp,open,high,low,close,volume,quoteVolume,symbol,download_date
2025-07-23 16:00:00+00:00,0.00001429,0.00001429,0.000012967,0.000013881,5161383640000,70491849.14972,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-07-24 16:00:00+00:00,0.000013881,0.000013976,0.000013112,0.000013421,3176518940000,42949092.91302,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-07-25 16:00:00+00:00,0.000013421,0.000014214,0.000013366,0.000014081,1364926400000,19047274.3721,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-07-26 16:00:00+00:00,0.000014081,0.000014196,0.000013897,0.000014014,1434200460000,20139025.38424,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-07-27 16:00:00+00:00,0.000014014,0.000014384,0.000013554,0.000013641,2741398100000,38484966.1097,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-07-28 16:00:00+00:00,0.000013641,0.000013737,0.000013012,0.000013086,2239951480000,29994621.18346,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-07-29 16:00:00+00:00,0.000013086,0.000013194,0.000012615,0.000012918,1542039100000,19966853.78046,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-07-30 16:00:00+00:00,0.000012918,0.000013172,0.000012234,0.000012832,1642999680000,20923821.42732,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-07-31 16:00:00+00:00,0.000012832,0.000013015,0.000011911,0.000012344,3077916460000,37868818.34608,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-01 16:00:00+00:00,0.000012344,0.000012423,0.000011724,0.000011871,1570481020000,18976430.72768,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-02 16:00:00+00:00,0.000011871,0.000012219,0.000011597,0.000012211,1019523340000,12156612.86546,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-03 16:00:00+00:00,0.000012211,0.000012447,0.000012145,0.000012316,1339922020000,16472016.04594,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-04 16:00:00+00:00,0.000012316,0.000012576,0.00001187,0.00001192,1706363840000,20910112.47138,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-05 16:00:00+00:00,0.00001192,0.000012371,0.000011848,0.00001236,1046316340000,12618976.79822,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-06 16:00:00+00:00,0.00001236,0.00001271,0.000012261,0.000012619,1230927340000,15352404.25744,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-07 16:00:00+00:00,0.000012619,0.000013166,0.000012365,0.00001285,2166383700000,27776845.44638,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-08 16:00:00+00:00,0.00001285,0.000014057,0.000012847,0.000013823,1997060100000,26877366.07384,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-09 16:00:00+00:00,0.000013823,0.000014001,0.000013261,0.000013519,1623695600000,22184478.47112,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-10 16:00:00+00:00,0.000013519,0.00001392,0.000012978,0.000013236,2629437740000,35312055.42234,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-11 16:00:00+00:00,0.000013236,0.000013438,0.000012701,0.000013422,1805324860000,23549014.30456,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-12 16:00:00+00:00,0.000013422,0.00001404,0.000013332,0.000013764,3496224700000,47906588.96318,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
2025-08-13 16:00:00+00:00,0.000013764,0.000014208,0.000012744,0.000012993,3798781085000,51408519.059085,SHIBUSDT,2025-10-22 13:16:57.058754+00:00
