timestamp,close,high,low,open,volume,symbol,download_date,added_date
2025-10-17,484.6499938964844,486.0,475.4200134277344,478.0150146484375,1926800,CRWD,2025-10-21 11:30:34.849639+00:00,2025-10-21 11:30:34.852411+00:00
2025-10-20,503.6099853515625,504.44500732421875,486.45001220703125,486.5299987792969,2817100,CRWD,2025-10-21 11:30:34.849639+00:00,2025-10-21 11:30:34.852411+00:00
