timestamp,close,high,low,open,volume,symbol,download_date,added_date
2025-10-17,106.6500015258789,108.0,104.5,104.91999816894531,1405100,TWLO,2025-10-20 11:31:23.879606+00:00,2025-10-20 11:31:23.882542+00:00
