timestamp,open,high,low,close,volume,quoteVolume,symbol,download_date,added_date
2025-10-16 16:00:00,6.348,6.478,5.84,6.169,6147877.1637,37755766.2612788,UNIUSDT,2025-10-19 11:25:46.943012+00:00,2025-10-19 11:25:46.947144+00:00
2025-10-17 16:00:00,6.169,6.252,5.905,5.95,1369078.5,8346391.6845,UNIUSDT,2025-10-19 11:25:46.943012+00:00,2025-10-19 11:25:46.947144+00:00
