timestamp,close,high,low,open,volume,symbol,download_date
2025-10-16,246.0,256.739990234375,242.6699981689453,253.19000244140625,24869700,CRM,2025-10-23 11:31:19.880347+00:00
2025-10-17,243.0800018310547,250.77999877929688,242.16000366210938,246.57000732421875,10851200,CRM,2025-10-23 11:31:19.880347+00:00
2025-10-20,254.27999877929688,255.39999389648438,244.3000030517578,245.0,9963900,CRM,2025-10-23 11:31:19.880347+00:00
2025-10-21,263.4100036621094,267.1300048828125,254.0,254.5,13354700,CRM,2025-10-23 11:31:19.880347+00:00
2025-10-22,256.6400146484375,262.3999938964844,256.510009765625,262.20001220703125,9366800,CRM,2025-10-23 11:31:19.880347+00:00
