timestamp	close	high	low	open	volume	symbol	gap_apertura_pct	volatilidad_diaria	vol_5d	vol_10d	vol_rel_5d	return_pct	close_open_pct	range_pct	volume_change_pct	rsi_14	macd	macd_signal	macd_diff	atr_14	momentum_12	bb_upper	bb_lower	bb_pctb	vader	finbert	sentiment_ratio	sentiment_combined
2025-06-05 00:00:00+00:00	462.94000244140625	468.6000061035156	452.7099914550781	462.32501220703125	6178300	CRWD	0.0	3.509976574045693	0.0	0.0	0.0	0.0	0.13302119031786333	3.509976574045693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-06 00:00:00+00:00	468.4100036621094	478.46600341796875	463.1199951171875	463.1199951171875	4343000	CRWD	0.03888034622888988	3.3136138500990677	0.0	0.0	0.0	1.1815788637525348	1.1422544050561443	3.3136138500990677	-29.70558244177201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-09 00:00:00+00:00	464.3900146484375	471.7699890136719	458.12799072265625	470.30999755859375	2724600	CRWD	0.4056262423154712	2.9777700920427463	0.0	0.0	0.0	-0.8582201452238241	-1.258740605321431	2.9777700920427463	-37.264563665668895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-10 00:00:00+00:00	467.6499938964844	470.010009765625	457.2300109863281	465.489990234375	2472500	CRWD	0.23686460760148498	2.7950918514137113	0.0	0.0	0.0	0.7019916762238771	0.4640279506379524	2.7950918514137113	-9.252734346326067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-11 00:00:00+00:00	476.9800109863281	479.94000244140625	465.552001953125	466.0199890136719	2756500	CRWD	-0.34855231563914146	3.090524888287331	0.280498875484374	0.0	0.7460121570346795	1.9950854723862086	2.351835163949311	3.090524888287331	11.486349848331647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-12 00:00:00+00:00	481.7300109863281	488.7359924316406	473.0	474.0199890136719	3520200	CRWD	-0.620575685453849	3.326848294215777	0.22643264441933939	0.0	1.1128041070254413	0.995848859615241	1.6265183222967154	3.326848294215777	27.705423544349717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-13 00:00:00+00:00	480.6199951171875	485.4949951171875	473.05999755859375	475.0	2610700	CRWD	-1.397050387736613	2.628630115158604	0.2687283536343542	0.0	0.9267989633994816	-0.23042281855512797	1.1831568667763157	2.628630115158604	-25.836600193170845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-16 00:00:00+00:00	479.3900146484375	487.4599914550781	477.2799987792969	481.8399963378906	2710300	CRWD	0.25383904812484076	2.132918350196499	0.45722763232499447	0.0	0.9631348523830507	-0.2559153762319229	-0.5084637448268353	2.132918350196499	3.815068755506186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-17 00:00:00+00:00	492.0299987792969	493.20001220703125	474.0	479.45001220703125	3398700	CRWD	0.012515395974142147	4.0506354867154535	0.7242351779572976	0.0	1.133171961270705	2.636680728556467	2.623836948998442	4.0506354867154535	25.399402280190387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-18 00:00:00+00:00	485.1600036621094	490.7099914550781	478.82000732421875	490.7099914550781	2830300	CRWD	-0.26827781385151833	2.4831844845631994	0.764683782598542	0.5544822533616369	0.9390386325330785	-1.39625533691678	-1.1310117767342875	2.4831844845631994	-16.724041545296732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-20 00:00:00+00:00	476.29998779296875	490.0	474.2900085449219	484.5400085449219	5183100	CRWD	-0.12779188566815514	3.3123176056933885	0.7627974207291474	0.5388091179730972	1.5487566559693065	-1.8262049225540034	-1.7005862481197338	3.3123176056933885	83.1289969261209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-23 00:00:00+00:00	491.80999755859375	494.29998779296875	461.510009765625	470.7550048828125	4431700	CRWD	-1.1641786798798877	7.104933226474533	1.983367678318484	1.4080316166234454	1.1942643404961706	3.2563531730273043	4.4726009192451555	7.104933226474533	-14.497115625783795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-24 00:00:00+00:00	485.3800048828125	493.5	481.1199951171875	490.8999938964844	3633500	CRWD	-0.18503155011625358	2.573163661551226	1.8978541859524058	1.426889614683812	0.9327524862275572	-1.3074139825746807	-1.1244630438589638	2.573163661551226	-18.01114696391904	0.0	0.0	0.0	0.0	0.0	4.847280926915892	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-25 00:00:00+00:00	494.0899963378906	500.4100036621094	487.5450134277344	488.0799865722656	2957600	CRWD	0.5562614162701229	2.6387287081302278	1.9742407932078883	1.4344805415078834	0.7768357130099495	1.7944685334083794	1.231357550190219	2.6387287081302278	-18.601898995458924	66.25911606058372	0.0	0.0	0.0	15.635498046875	5.4823749439616325	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-06-26 00:00:00+00:00	505.2200012207031	506.3500061035156	494.0899963378906	497.0799865722656	3017000	CRWD	0.6051509353632515	2.4813313073517107	1.974508303669918	1.4587091533782601	0.7847411160646937	2.252627044729941	1.6375663612146054	2.4813313073517107	2.0083851771706787	71.6219705121633	0.0	0.0	0.0	15.394391741071429	8.79217581867595	0.0	0.0	0.0	0.0	0.0	0.0	0.0
